first_name,last_name,email,date_of_birth,salary,field,sex,languages_know,answer
Robert,Richards,bushsandra@bennett.org,27/03/2005,8035,Literature,M,"c++,R",True
Stephanie,Vincent,garciaclifford@gmail.com,16/04/1994,12908,Marketing,F,"R,python,java",False
Thomas,Garcia,amybutler@smith.com,02/03/2005,10226,Art,F,"c_sharp,php",True
Vanessa,Riley,christophervargas@wang.biz,05/06/1997,12940,Science,M,python,True
Barry,Hall,dburnett@yahoo.com,21/02/2004,8663,Science,M,"R,php",False
Amy,Willis,shawnramirez@watson.org,13/03/1995,12015,Science,F,python,True
Cody,Wright,katherine63@gmail.com,09/07/1994,14407,Software engineering,M,,False
Matthew,Beck,lreynolds@jackson.info,17/02/2002,10660,Science,M,"java,R,c_sharp",True
Victoria,Wilson,justin82@ball-spencer.com,10/05/2003,10352,Art,F,,True
Linda,Thornton,robingonzalez@petersen.biz,14/12/1998,10198,Art,M,,True
Elizabeth,Salinas,lkennedy@barr.com,04/10/1994,10888,Science,F,,False
Heather,Grant,kcalhoun@alvarado.com,25/02/2003,8855,Marketing,F,c,True
Chad,Evans,nbates@guzman.biz,02/05/2004,12681,Science,M,python,False
Melissa,Miranda,tammy49@jones-white.org,24/04/1996,13388,Art,M,R,True
Brandon,Hoffman,debra40@scott.com,06/08/1995,10542,Software engineering,M,java,False
Donald,Martin,charleswilliams@gmail.com,09/09/2000,9129,Marketing,M,"java,c++,c_sharp",False
Elizabeth,Jennings,davidyoung@brooks-davis.biz,31/08/2004,9727,Literature,F,java,True
Jonathan,Jackson,brian72@gmail.com,14/07/1997,9946,Software engineering,M,,False
Gabriela,Flynn,michellealvarez@hotmail.com,15/01/1994,9203,Literature,M,,True
Jennifer,Miller,richardsonkevin@hotmail.com,04/11/2005,8014,Literature,M,"c_sharp,php,python",False
Anne,West,christinajohnson@walker-romero.com,07/11/1993,12033,Software engineering,F,,True
Laura,Torres,fmckinney@williams.info,25/11/2000,9456,Marketing,M,,True
Tina,Crosby,gmoon@yahoo.com,22/10/2000,14644,Science,F,"R,c",False
Emily,Brown,preed@yahoo.com,09/07/2006,9834,Data & IA,M,"c_sharp,c,java",True
Ashley,Garcia,kbarrera@hotmail.com,06/10/2002,10434,Science,M,,True
Brandon,David,tweiss@moore.com,10/10/1997,14582,Software engineering,F,"php,java,R",True
Anthony,Malone,smithbilly@drake-hernandez.com,28/08/2000,12435,Science,M,"c++,c_sharp,php",False
Barbara,Rich,hamiltoncourtney@gmail.com,20/05/2001,8573,Literature,M,"python,c_sharp,R",True
Christina,Sanders,gsullivan@roberts.com,12/03/2003,11679,Literature,M,"python,R,c",False
Brent,Mitchell,qlee@baird-villegas.biz,22/09/1996,14850,Marketing,M,"c_sharp,python,c",True
Leslie,Barry,conleynatalie@hotmail.com,05/05/1996,14413,Art,M,,True
Daniel,Torres,sarah23@taylor-martin.biz,20/04/2005,8498,Art,M,c_sharp,True
Austin,Moss,christopher28@hotmail.com,01/11/1998,9848,Software engineering,M,"python,c,c++",False
Jeffrey,Huang,smithvirginia@perez.com,30/04/2000,12251,Data & IA,F,"c_sharp,php,java",False
Andrew,Freeman,allenerika@austin-perry.biz,11/02/2004,14760,Finance,F,"java,python",True
Karen,Lowery,douglas59@diaz-espinoza.org,24/08/2006,10108,Art,F,"c++,php,R",False
Jeffrey,Nguyen,sarabradley@yahoo.com,03/09/2000,12549,Data & IA,F,"java,php,R",False
Nicholas,Davis,jameshudson@lane.info,16/06/2000,14010,Science,M,"c_sharp,python",True
Thomas,Perez,lisa76@todd.com,16/01/2004,10046,Literature,F,"c++,python",False
Lisa,Glover,daniel33@lowe.com,19/04/2003,8350,Data & IA,M,"python,c++,c_sharp",False
Matthew,Griffin,npatterson@turner.com,29/12/1999,10875,Art,M,"c,c_sharp,c++",False
Alfred,Burke,andersonandrea@hotmail.com,09/04/1996,8402,Marketing,F,c++,False
Marie,Wilson,jessica24@gmail.com,26/09/2006,8762,Marketing,F,R,False
Victoria,Miller,reginajohnson@yahoo.com,09/07/1994,12868,Software engineering,M,,True
James,Stewart,brownjames@hotmail.com,24/07/1995,9019,Data & IA,M,,True
Lisa,Carey,jonathan09@michael-henderson.com,14/03/2000,10788,Literature,F,java,True
Nancy,Smith,nicole34@yahoo.com,03/02/2006,11593,Data & IA,M,"python,php",True
Aaron,Ellison,andersonalexander@gmail.com,13/04/2001,10176,Science,F,,True
Amy,Barton,amiller@gmail.com,10/12/2002,14407,Literature,M,,False
Lucas,Davidson,welchjason@hotmail.com,30/11/2005,10550,Finance,F,"php,c++,c_sharp",False
Sean,Smith,carolyn68@gmail.com,15/11/1995,8265,Art,F,,True
Melissa,Holland,cheryl24@hotmail.com,13/02/2005,12681,Finance,M,c,True
Samantha,Wilson,karenrogers@hotmail.com,23/09/2003,13326,Data & IA,M,"php,java,c_sharp",True
Kyle,Pacheco,eric97@patel.org,16/03/2006,9909,Science,M,c_sharp,True
Preston,Smith,john14@gmail.com,11/09/2005,13452,Software engineering,F,,False
John,Morgan,dsmith@hotmail.com,15/05/1994,9268,Literature,F,python,True
Julie,Lowe,carterjon@yahoo.com,31/10/1994,13570,Data & IA,F,"R,c",True
Joshua,Johnson,hendrixmichelle@gmail.com,24/02/1994,14647,Marketing,M,"c,c_sharp,python",True
Gabrielle,Landry,lbrown@yahoo.com,18/06/1995,12807,Data & IA,M,"php,c_sharp",False
Jane,Mayo,morenotyler@yahoo.com,26/11/1999,9075,Finance,M,,True
David,Grimes,michael81@walker.com,21/08/1997,12276,Art,M,c,True
Jennifer,Smith,perryjulia@glass.com,08/05/1998,12301,Marketing,M,"php,c,c_sharp",False
Eric,Scott,alyssameyer@lewis.com,11/11/2001,12007,Finance,M,,True
Phillip,Velez,rachel10@haney-jackson.net,06/05/1998,14882,Finance,M,,True
Anthony,Smith,rachel51@yahoo.com,20/05/1997,8730,Software engineering,M,,False
Sharon,Yang,waltonchristy@hill-jones.com,19/10/1998,13446,Marketing,M,,True
Jamie,Burton,anthony16@hotmail.com,11/08/2002,11266,Art,M,"c,php,java",True
Jennifer,Maldonado,shannon01@nixon.com,14/02/1997,10773,Marketing,F,"c_sharp,c,R",True
Jason,Anderson,raymond01@watson.com,13/12/1993,10892,Art,M,"c_sharp,php,c",True
Cindy,Green,johnowens@hotmail.com,16/10/2000,12158,Science,F,,True
Angela,Pena,williamclark@brown-white.biz,21/09/2004,11610,Marketing,M,"c++,c",True
Jennifer,Mullins,jcobb@yahoo.com,25/10/1994,11850,Finance,F,"c,php,c_sharp",False
Heidi,Hays,kimberly66@steele-rodriguez.biz,10/07/2006,14588,Art,F,,False
Ashley,Barron,eatonrobert@shaw.net,02/12/2005,11928,Finance,F,,True
Kristi,Anderson,zray@johnson.com,25/06/1995,14698,Finance,F,"php,python",False
Catherine,Molina,jennifergreene@hotmail.com,24/02/1995,10728,Art,M,c,True
Steven,Cabrera,meganparks@gmail.com,03/11/2003,14315,Finance,F,c++,True
Joel,Anderson,michael80@luna.net,15/09/2003,12445,Literature,M,"php,c++,c_sharp",False
Anthony,Carter,iwilliams@hotmail.com,03/09/2004,12623,Data & IA,F,c++,False
Justin,Stevens,lindahall@martin.net,16/02/2006,8522,Art,F,"java,c_sharp",False
William,Thompson,hthomas@evans-davis.net,23/07/2006,10478,Art,M,"c_sharp,php,python",True
Michelle,Miller,bradshawmichelle@alvarez.com,16/04/1994,9540,Finance,M,"python,c_sharp,c++",True
Caitlyn,Morales,isanchez@wallace-bowen.com,08/08/2001,11727,Software engineering,M,,False
Morgan,Miranda,jackie43@yahoo.com,30/12/2001,13556,Software engineering,M,java,True
Kyle,Perez,johnathanford@hines.com,14/09/2004,12779,Art,M,,False
Luis,Hansen,aellis@yahoo.com,12/06/2005,8451,Art,F,,True
Tyler,Reese,jimenezdaniel@cruz.org,17/07/1999,10011,Marketing,F,R,False
Oscar,Powell,nmartinez@pacheco.com,22/03/2005,11180,Science,F,,False
Isabel,Weber,todd10@coleman.com,27/12/1996,14249,Literature,M,"c,java",True
Susan,Price,elijahrivera@weaver.com,04/10/2002,14239,Marketing,F,"c_sharp,python",True
Eugene,Dunn,jefferybrown@lee.info,18/10/1994,14108,Art,M,,True
Melissa,King,wrightjeffrey@yahoo.com,17/12/1994,11431,Marketing,F,"c_sharp,python,java",False
Christina,Baker,jillsmith@hotmail.com,04/10/2006,14618,Software engineering,M,"python,R",False
Brianna,James,erin80@yahoo.com,09/08/2004,13752,Art,F,,False
Stephanie,Clark,cannoncharles@gmail.com,23/06/1994,9361,Software engineering,F,"c,python",True
Darlene,Nguyen,vfry@gmail.com,24/11/2000,9703,Science,M,R,True
Frederick,Gray,hhenderson@nguyen-lopez.com,04/05/2001,8862,Data & IA,F,,False
Brianna,Mata,michael86@moore-rogers.info,06/09/2001,8562,Data & IA,M,c,False
Katherine,Romero,tsanchez@yahoo.com,18/06/1998,11331,Art,F,,False
Harold,Williams,kathryn11@cooper-stokes.org,26/10/1995,14677,Art,F,,True
Teresa,Barron,sloanjennifer@sanchez.com,24/12/2000,14557,Data & IA,M,,False
Christopher,Moore,baldwinjames@carroll-sellers.com,15/05/1995,12098,Literature,M,,True
Danielle,Robinson,mariabush@yahoo.com,20/06/2006,9128,Data & IA,F,"c++,c",False
Stephen,Molina,barbervickie@gmail.com,23/05/1995,11402,Literature,M,,False
Gary,Perez,melissa61@gill.biz,12/06/1995,9793,Software engineering,F,,False
Donna,Rodriguez,omorales@gmail.com,07/03/1998,13362,Software engineering,F,"python,R",False
Jared,Williams,nsmith@gmail.com,01/02/2004,10097,Science,F,php,True
Becky,Robertson,hwebb@yahoo.com,19/05/1999,14453,Data & IA,M,"java,python",False
Joseph,Schneider,bpierce@yahoo.com,03/08/2005,12706,Finance,M,"c++,python",True
Leslie,Norris,diamond93@yahoo.com,25/09/2005,13657,Literature,M,"php,R",True
Taylor,Parker,scottkathy@gmail.com,24/12/1999,10250,Marketing,M,"c,c++",False
Greg,Vega,angelanoble@hotmail.com,09/08/1997,8654,Finance,F,"java,php,c_sharp",True
John,Cook,joshuamaxwell@castillo.info,11/12/1994,9139,Finance,F,"python,c",False
Michael,Sims,ekemp@harris-smith.net,03/05/2003,14719,Science,F,"php,R,c",False
Paul,Brooks,flemingvanessa@simpson-washington.org,20/04/1994,9239,Finance,M,,True
Misty,Cox,rogerball@gmail.com,15/02/2000,9630,Art,M,"R,python",True
Todd,Cruz,nicole72@johnson.com,16/01/2005,13866,Software engineering,M,"python,c++,R",True
Alexander,Hunter,zwise@gmail.com,22/04/1996,10901,Literature,M,"c++,php",False
Ryan,Welch,patrickperez@porter-everett.org,11/01/2005,8433,Software engineering,F,c++,True
Jennifer,Hood,lhayes@garza.org,06/07/2000,8464,Marketing,F,"c_sharp,R",False
Sharon,Dominguez,rbrown@gmail.com,24/03/2002,8342,Art,M,php,True
Ashley,Erickson,adam32@gmail.com,04/06/2006,14777,Science,M,php,False
Timothy,Riley,cervantesmichael@gmail.com,23/10/2001,9577,Finance,M,,True
Carrie,Calderon,kentrachel@yahoo.com,28/08/2000,11471,Science,M,,True
Scott,Hall,robertnelson@yahoo.com,15/10/1996,11247,Art,M,"python,c++",False
Antonio,Hall,deanna35@rangel.info,11/01/2005,11704,Art,F,"c_sharp,c,c++",True
Crystal,Olson,tedwards@lopez.net,01/06/2003,9228,Finance,M,"php,python",True
Stephanie,Calhoun,vanessa42@reid.net,26/06/1994,8382,Software engineering,F,"c,c_sharp,php",True
Michael,Hall,heidi07@hotmail.com,14/01/1996,10685,Finance,F,R,False
Curtis,Perez,donaldcabrera@ferguson-jimenez.net,20/06/2001,8004,Marketing,M,python,True
Eduardo,Cameron,hhorne@jimenez.biz,20/08/2003,10617,Literature,F,,True
Darrell,Sharp,zfitzpatrick@yahoo.com,23/07/2003,8834,Art,F,"java,R,c++",False
Brandon,Peterson,ycrawford@hotmail.com,04/05/2000,12340,Finance,F,c++,True
Rachel,Jimenez,swansonmary@garcia.biz,24/05/1996,13997,Science,M,"c_sharp,php,python",True
Natasha,Hammond,kristen49@oconnor.com,14/05/1995,11564,Literature,M,"c++,python",True
Joshua,Hale,linda66@kelley-hoffman.com,13/07/1999,14735,Literature,M,c++,True
Christina,Peterson,john94@tate.org,06/05/2003,10080,Art,F,,False
Preston,Thomas,allisoncaldwell@lewis.com,20/12/1998,13541,Finance,M,java,True
Keith,Vega,robersonjudy@anderson-gonzalez.com,30/01/1998,13788,Software engineering,M,,True
Yolanda,Wallace,kelligutierrez@mercer-wallace.biz,16/09/2002,12979,Finance,F,"R,php",False
Julie,Arnold,michaelfrancis@green.com,27/04/2002,11285,Data & IA,F,,True
Amanda,Randall,sarah64@gmail.com,28/03/2002,12607,Literature,M,"c_sharp,python",False
Christina,Castillo,nnunez@hotmail.com,24/12/1999,9157,Literature,M,"R,c,c++",False
Michael,Harris,johnnyglass@gmail.com,24/10/2002,11708,Software engineering,M,c,False
Zachary,Schneider,janethernandez@gmail.com,24/08/2003,9876,Software engineering,F,java,True
Benjamin,Sharp,bryanmccoy@gordon.com,09/03/1996,11833,Data & IA,M,"java,c",False
Sherri,Ho,gardnerrebecca@hotmail.com,07/03/1995,8123,Marketing,M,"c,php",True
Renee,Olson,perezgabriel@yahoo.com,24/07/2006,14617,Finance,F,,False
Michele,White,patelpaul@gmail.com,24/05/1995,14717,Software engineering,F,,True
Caitlin,Cox,michellemooney@dixon.org,18/06/2000,12179,Software engineering,F,R,False
Ann,Kennedy,annmassey@decker-ramsey.biz,14/12/1999,14632,Data & IA,M,"c++,php",False
Marcus,Torres,pcunningham@hotmail.com,12/03/2003,9226,Software engineering,M,php,True
Ashlee,Soto,kendraporter@martin.biz,09/07/1997,14800,Art,F,,False
Steve,Turner,kerrmaria@duke-willis.info,28/11/2001,8121,Data & IA,F,"php,python",True
William,Huynh,kdunn@yahoo.com,22/05/2005,14158,Data & IA,M,java,True
Victor,Simmons,brian36@lee-snow.com,26/04/1997,12065,Finance,M,php,True
Zachary,Johnson,lisa09@jackson-kim.net,02/06/1999,11076,Literature,M,"c_sharp,R",False
Caroline,Garrett,carterheather@nunez.com,25/12/2000,13463,Literature,M,"c_sharp,R",False
Steven,Hernandez,josephlewis@cooke.com,17/06/2003,9513,Art,M,"php,c,python",False
Steven,Collier,briannapowers@yahoo.com,05/02/2005,14448,Science,F,"python,c++",True
Robert,Maxwell,balljulie@yahoo.com,11/12/2002,13062,Literature,F,"c,R,java",False
Isabella,Brown,kcampbell@mcclain-thompson.com,08/07/1999,9626,Software engineering,M,"c++,c",False
Kyle,Schroeder,moorebrandi@hotmail.com,06/08/2006,10507,Marketing,M,,False
Jason,Jones,nsims@nelson.com,22/10/2006,11232,Art,M,"c++,php,R",True
Amy,Thompson,merrittamy@hotmail.com,24/09/1995,14084,Science,M,"php,c++,c_sharp",True
Maria,Warren,michael95@wilkins-fowler.com,23/06/2005,12321,Marketing,F,c,False
Brittany,Long,lisaedwards@johnson.org,27/06/2004,9609,Marketing,M,"c++,java,c_sharp",False
Lynn,Montes,xhansen@jacobs-ballard.com,09/07/1995,12989,Science,F,"python,c_sharp",False
Scott,Roberts,daniel59@gmail.com,18/07/2003,14313,Software engineering,F,"c++,c,java",True
Joseph,Fuller,zperez@black-miller.com,06/09/2003,13592,Marketing,M,"c,R",True
Sarah,Carlson,williamcooper@cameron.net,18/10/1999,10339,Software engineering,M,c,False
Gary,Guzman,ndiaz@hotmail.com,31/08/2003,10833,Software engineering,F,"c,c_sharp,java",False
Christopher,Pennington,carly42@best.org,11/02/1997,14401,Art,M,java,True
David,Michael,oanderson@ortiz.info,01/07/1998,13258,Art,F,"c++,java",False
Judith,Edwards,diana56@sanchez-lee.net,25/02/2002,13026,Science,M,python,False
Bailey,Cooke,jenniferchavez@richardson.net,03/04/2005,12388,Art,M,,True
Kyle,Khan,olivertanner@gmail.com,09/05/2001,13210,Literature,M,"python,c_sharp,php",True
Janet,Smith,ndunn@richards.com,05/12/1993,11098,Data & IA,F,,True
Alicia,Terry,vsanchez@wolf.com,10/09/1995,8520,Data & IA,M,,False
Rebecca,Davis,whitelawrence@hotmail.com,09/07/2004,9484,Finance,F,php,True
Brooke,Beard,zgonzalez@gmail.com,03/02/2004,12195,Science,F,,True
Jacob,Roberts,vvillarreal@yahoo.com,31/10/1994,10217,Science,M,"java,python",False
Kathryn,Castillo,carol98@case-gilbert.com,13/09/1999,11813,Software engineering,F,"java,c++",True
Michael,Miller,rjohnson@rhodes.org,05/05/2001,8241,Finance,F,,False
Scott,Wilkerson,bgallagher@gmail.com,17/05/2003,14374,Software engineering,F,,False
Amber,Archer,tina35@lee.com,03/11/1995,12189,Marketing,M,c++,True
Amy,Benton,coreycruz@smith.com,24/04/2006,12306,Art,F,,False
David,Carr,kharris@floyd.com,15/10/1997,14014,Science,F,"python,php,c++",False
Matthew,Espinoza,staceybarton@gmail.com,13/02/2005,10127,Science,F,R,False
Heather,Reyes,msalas@turner.net,22/05/2005,14476,Software engineering,M,,False
Bethany,Peck,nrobertson@king-watson.com,24/06/2004,13486,Finance,F,"c++,R,python",True
Eric,Stevens,kblankenship@yahoo.com,11/06/1995,9498,Marketing,M,"php,c",False
Thomas,Howard,lisasullivan@hotmail.com,27/12/2002,11966,Data & IA,F,c_sharp,True
Rachael,Coleman,simpsontamara@williams.biz,06/02/1994,9185,Finance,M,c_sharp,False
Marc,Mcbride,amywallace@lee.net,15/04/2001,14467,Data & IA,F,"c,c++,c_sharp",False
Stephanie,Reynolds,kaitlynbean@adams.org,19/04/1998,11059,Data & IA,M,,False
Marc,Beasley,ohall@gmail.com,10/08/2006,14927,Data & IA,M,,True
Stacey,Proctor,ashley95@gmail.com,02/02/2000,10626,Software engineering,M,,False
Chad,Garcia,wphillips@yahoo.com,04/08/2002,11609,Marketing,M,,True
Scott,Sanders,dbishop@gmail.com,17/10/2001,13283,Marketing,F,,True
James,Lopez,robin57@yahoo.com,18/08/2005,14360,Software engineering,M,"R,python,c++",True
Samantha,Rich,cgreen@hotmail.com,22/08/1996,8253,Science,F,"c_sharp,php",False
Rose,Carpenter,madelinepotts@jarvis-mathews.com,02/03/1997,11758,Finance,F,"java,R,c",True
Jesse,Ritter,jenniferhale@yahoo.com,16/04/2002,14327,Literature,F,"python,c_sharp",True
Teresa,Curtis,bjackson@hotmail.com,04/12/2000,8368,Literature,F,"php,python,c",True
Kendra,Jones,erichoffman@king.org,08/09/2004,9742,Software engineering,M,c,True
Kristi,Lewis,erin20@gmail.com,10/06/1996,10336,Data & IA,F,c,True
Aaron,Sharp,samueljackson@hopkins.com,23/01/1995,12739,Art,F,,False
Bryan,Jackson,travis25@hotmail.com,01/09/2003,10635,Literature,M,"java,c_sharp,R",False
Toni,Jackson,bnewman@hotmail.com,11/09/2005,13000,Art,M,"python,php,c++",True
John,Thompson,anthonylawrence@hotmail.com,29/06/1999,8570,Science,F,"java,c",True
Mitchell,Rice,randallzachary@hotmail.com,12/03/2003,11497,Literature,F,"c,python",True
Kristen,Johnson,pittsalexa@smith.com,13/03/2002,13374,Finance,F,c_sharp,True
Austin,Soto,tshelton@gmail.com,14/09/2003,9569,Literature,M,python,False
Carol,Park,sarahwoodward@gmail.com,18/08/1997,9435,Science,F,"c++,python",False
Adam,Zhang,timothy83@perry.biz,13/06/1999,9702,Finance,F,"php,c,c_sharp",True
Michael,Bailey,ashleywilson@hotmail.com,19/04/2005,11768,Marketing,F,c_sharp,True
Vicki,Stone,tblevins@combs.com,10/06/2006,9324,Literature,M,,False
Christine,Hill,anthony22@adams.biz,16/12/2002,10199,Marketing,M,,False
Lindsey,Frey,klineelizabeth@guerra.com,08/10/2006,10301,Marketing,M,c,True
Jennifer,Thompson,vthomas@leach.com,01/08/1995,14716,Literature,M,java,True
Eric,Larsen,wendy59@frederick.net,07/10/1998,12498,Data & IA,M,,True
Marc,Jones,brianna46@yahoo.com,02/02/2005,14829,Art,M,"c++,java,c_sharp",True
Mary,Waller,larsonrebecca@gmail.com,18/05/1995,8476,Finance,M,,True
Charles,Lewis,lopezkatie@gmail.com,30/05/2005,13176,Science,M,,True
Robert,Carroll,teresa12@parker-johnson.biz,23/01/2000,12825,Science,M,,True
Donald,Phillips,ianderson@yahoo.com,13/10/2005,13755,Software engineering,M,,False
Jonathan,Reed,ojones@hotmail.com,23/04/2005,14214,Software engineering,M,"java,php",True
Michelle,Vargas,jamiegolden@gmail.com,23/01/2003,14969,Literature,F,"c++,c,php",True
Gregory,Rogers,foxsteven@williams.org,18/05/2006,11334,Software engineering,M,"c_sharp,python",False
Sarah,Atkins,david51@gomez.biz,23/09/2003,10787,Software engineering,F,"R,python",False
Megan,Edwards,qramirez@yahoo.com,06/05/1994,9731,Art,M,python,True
Rhonda,Brown,xmoreno@yahoo.com,01/08/2005,9240,Literature,M,c++,True
Robert,Salinas,alexanderrobin@williams.info,17/09/1996,9377,Literature,M,python,False
Brandon,Park,vpowell@gmail.com,05/11/1993,14077,Literature,F,"python,c++,R",True
Ann,Crawford,phelpsstephanie@lee-edwards.com,17/08/2002,8224,Literature,M,php,False
Adam,Coleman,amy80@thompson.org,04/03/2002,13504,Marketing,M,"R,python",False
Ronald,Banks,melissa31@mclaughlin.com,26/01/2004,9036,Data & IA,M,python,False
Luke,Cook,sharon28@holmes-gardner.org,10/04/1997,13266,Literature,M,"python,php",True
Deborah,Jones,brendamartin@lawrence.org,20/12/1995,9706,Literature,F,,False
Michael,Navarro,harperkelly@gmail.com,13/06/2006,11010,Science,F,"php,c_sharp",False
Kaitlyn,Turner,qmejia@hotmail.com,22/05/1997,11050,Literature,M,python,True
Natalie,Pennington,joshuafoster@gmail.com,02/11/2005,10346,Software engineering,F,,False
Jason,Wilson,pmckinney@lee.info,10/05/1995,13808,Marketing,M,R,True
Whitney,Morales,nichole72@yahoo.com,07/06/2000,9185,Literature,M,,False
Robert,Cobb,pwilliams@cross-lopez.org,04/11/1997,9578,Data & IA,F,,False
Robin,Meyer,olsonclaudia@huff.com,02/11/2004,12230,Science,F,"c++,java",True
Courtney,Baker,dominicnorman@yahoo.com,15/11/1995,10372,Marketing,F,,True
Tracy,Smith,michaelwilson@gmail.com,01/09/2000,9094,Marketing,F,,False
Mark,Gardner,xrodriguez@yahoo.com,18/05/1998,12752,Marketing,M,,True
Marcus,Green,staceyjohnson@washington.info,17/02/1995,10225,Art,F,,False
Brian,Ferguson,wrightjacob@glenn.com,20/04/2003,10365,Literature,M,"c++,R,c_sharp",True
Stacy,Church,wkeller@sexton-jones.com,23/10/2003,14058,Literature,M,,False
Robin,Wilson,elizabeth49@sanders.com,20/09/1997,10136,Marketing,M,"c++,c",True
John,Price,christian89@allen.com,23/04/2004,8473,Software engineering,F,"c,R,c_sharp",True
Richard,Duran,elliottrenee@yahoo.com,19/04/1999,8102,Finance,F,,False
Steven,Leblanc,twright@fields.com,27/06/2005,13945,Data & IA,F,"python,c_sharp,c++",True
Samantha,Wilson,watkinsadam@smith-sanders.com,11/04/1996,12837,Marketing,M,"python,java",False
Robert,Hardy,piercepaul@yahoo.com,18/10/2001,12419,Marketing,M,java,True
Brian,Faulkner,rothderek@johnson.com,09/03/2001,14046,Software engineering,M,,True
Elizabeth,Hernandez,brownivan@hotmail.com,03/05/2000,9688,Data & IA,F,,False
Terri,Garza,camachodavid@ryan-garcia.com,09/02/2005,14521,Marketing,M,"R,php,c++",True
Paul,Hoffman,johnsonjennifer@yahoo.com,13/03/1995,9378,Marketing,M,php,True
Wesley,Fletcher,villegasbrett@hotmail.com,06/06/2006,14138,Data & IA,F,"python,R,c++",False
Morgan,Webb,ellisscott@hotmail.com,20/04/2005,12903,Science,M,,True
Thomas,Larson,alanbarton@key-ramirez.com,08/02/2006,11095,Art,F,c_sharp,True
Sabrina,Pope,zmason@white.com,19/09/2000,14169,Science,F,c++,True
Samantha,Long,samanthajensen@yahoo.com,31/05/2003,9400,Finance,F,"php,c++",False
Joanna,Turner,martinandrew@hotmail.com,18/08/1994,12424,Literature,F,python,False
James,Sawyer,annefrost@yahoo.com,02/02/1997,12971,Marketing,F,"c,c_sharp,R",True
Stacy,Edwards,mikebennett@hotmail.com,04/03/2001,11762,Software engineering,M,"java,c_sharp",True
Nathan,Barnes,vasquezemily@fernandez.com,26/04/2004,12565,Science,F,"c_sharp,R",True
Amy,Taylor,jacobgriffith@gmail.com,25/06/1998,13010,Art,F,java,False
Joyce,Jones,kristen76@sims-mcclain.com,25/01/2006,10031,Data & IA,F,,True
Douglas,Austin,hhamilton@green.com,19/01/2003,13477,Science,M,c_sharp,True
James,Wilson,odavidson@yahoo.com,03/12/1994,14613,Literature,F,,False
Deborah,Frost,andrewwalters@yahoo.com,05/12/1995,11055,Software engineering,F,"java,php",False
Jordan,Yang,phamamanda@gmail.com,13/03/2006,13889,Marketing,F,"php,java,python",False
Dawn,Barrett,ngarrison@bowen-cruz.com,21/12/1995,11053,Art,M,"java,c_sharp",False
Timothy,Mullins,darrellcampbell@hotmail.com,24/01/1996,10255,Finance,F,"java,c",False
Tom,Taylor,ncisneros@hotmail.com,17/11/2004,9376,Finance,M,python,False
Lisa,Thompson,hbowen@hotmail.com,05/05/1999,12478,Marketing,F,"php,python,R",False
Joseph,Mcdaniel,tsimmons@lewis-rodriguez.com,25/12/2000,14018,Literature,M,java,False
Christina,Tucker,aacosta@hall.biz,16/11/1995,8059,Marketing,F,,False
Gregory,Walter,jwhite@zuniga.com,27/10/1993,14190,Science,M,"c++,R,php",False
Martin,Shields,amanda32@yahoo.com,31/03/2001,14678,Art,F,"python,c_sharp",False
Susan,Hughes,kristenhunter@yahoo.com,26/02/1996,11247,Data & IA,M,c,False
Samuel,Smith,sheri55@walker.com,16/03/2000,14567,Finance,F,"php,c",False
Amy,Armstrong,cheyenne05@burgess.com,21/07/1999,8781,Marketing,M,,True
Donald,Randolph,crystaladams@gmail.com,04/12/1997,14144,Literature,F,c_sharp,True
Christine,Moreno,nsandoval@moreno-hernandez.com,30/11/1994,13021,Software engineering,M,"c++,c_sharp,php",True
Brittany,Ball,deborahdunn@yahoo.com,04/12/1997,12834,Software engineering,M,python,False
Betty,White,miranda01@smith.org,11/09/2005,9440,Literature,F,,False
Chad,Stevens,paul07@harmon-duncan.info,11/03/2001,14390,Data & IA,M,,False
Jacqueline,Roth,ypace@hotmail.com,25/06/1996,10287,Software engineering,F,"java,python",False
James,Robinson,teresa80@gmail.com,13/09/2005,13979,Literature,F,c++,True
Denise,Anderson,clarence21@owens.com,24/04/2001,8218,Art,F,R,False
Henry,House,taylorsarah@porter-weber.com,22/09/2000,14820,Marketing,F,php,True
Phyllis,Grant,hatfieldkevin@hotmail.com,22/01/1994,13054,Science,M,c,True
Amy,Meyer,maryduran@garcia.com,07/02/2004,13152,Art,F,"java,php,c++",False
Samuel,Obrien,zlopez@gmail.com,15/11/2002,13482,Literature,M,,True
Michael,Johnson,amy53@scott.net,12/07/1999,13510,Science,M,"R,python",False
Joy,Mills,maria52@davis.com,07/12/1993,13236,Data & IA,F,,False
Ashley,Patrick,monicawagner@gonzalez.com,16/06/2005,8460,Software engineering,F,,True
Dominique,Wright,stephaniepittman@gmail.com,24/03/1996,10481,Science,M,"c++,R,php",False
Anthony,Johns,matthewbarker@yahoo.com,12/02/1999,11373,Art,M,"c++,R,c_sharp",True
Sheila,Rowland,phopkins@reynolds-harper.com,03/02/2004,8073,Finance,F,,True
Laura,Levine,jamesjohnson@gmail.com,19/08/1998,10769,Software engineering,F,R,True
Brian,Alexander,curtisthomas@hotmail.com,22/04/2002,9985,Literature,M,,True
Paul,Benton,sonia60@galvan.info,11/05/2005,10616,Software engineering,M,python,True
Melissa,Malone,joshuaatkinson@james.net,21/03/2005,14725,Marketing,F,,True
Cory,Stevens,laura02@reynolds-jones.net,24/03/2000,9817,Software engineering,F,"python,php,R",True
